canonicalName,aliases,sourcePath,componentType,serviceDomainPlane,capabilityDescription,backendApiContractStatus,frontendSurfaceExpected,currentFrontendRouteComponent,mobileSurfaceExpected,currentMobileScreenComponent,apiClientHook,workflowEventDependency,databaseMigrationDependency,trustSecurityDependency,relatedServices,currentCompletenessStatus,currentBlocker,recommendedClassification
"useMarketplaceOps","/internal/v1/commerce/ops/stuck-orders","ui/one-ui-shell/src/hooks/queries/useMarketplaceOps.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useMarketplaceOps.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useMemberCoverage","/internal/v1/coverage/plans; /internal/v1/coverage/eligibility; /internal/v1/coverage/claims; /internal/v1/coverage/contributions; /internal/v1/coverage/preauths","ui/one-ui-shell/src/hooks/queries/useMemberCoverage.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (9 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useMemberCoverage.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useMsikaGovernance","/internal/v1/msika/catalogs; /internal/v1/msika/import","ui/one-ui-shell/src/hooks/queries/useMsikaGovernance.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (2 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useMsikaGovernance.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useMusheWallet","/internal/v1/wallets; /internal/v1/wallets/transfer; /internal/v1/merchants; /internal/v1/merchants/pay; /internal/v1/holds","ui/one-ui-shell/src/hooks/queries/useMusheWallet.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (6 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useMusheWallet.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useMushexPlatformAdmin","/internal/v1/finance/mushex-platform/wallets; /internal/v1/finance/mushex-platform/remittance-transfers; /internal/v1/finance/mushex-platform/card-profiles; /internal/v1/finance/mushex-platform/reversals; /internal/v1/finance/mushex-platform/adapter-readiness","ui/one-ui-shell/src/hooks/queries/useMushexPlatformAdmin.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (5 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useMushexPlatformAdmin.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useMvumoCommsEvaluate","","ui/one-ui-shell/src/hooks/queries/useMvumoCommsEvaluate.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useMvumoCommsEvaluate.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useNdila","/internal/v1/ndila/tiles/config; /internal/v1/ndila/tracking/nearby","ui/one-ui-shell/src/hooks/queries/useNdila.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (2 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useNdila.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useNotificationTemplates","/internal/v1/notifications/templates","ui/one-ui-shell/src/hooks/queries/useNotificationTemplates.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (2 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useNotificationTemplates.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useNotifications","/internal/v1/notifications","ui/one-ui-shell/src/hooks/queries/useNotifications.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useNotifications.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useObservations","/internal/v1/observations","ui/one-ui-shell/src/hooks/queries/useObservations.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useObservations.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useOmnichannel","/internal/v1/omnichannel/campaigns; /internal/v1/omnichannel/dashboard; /internal/v1/omnichannel/callbacks; /internal/v1/omnichannel/channels; /internal/v1/omnichannel/sms-journeys","ui/one-ui-shell/src/hooks/queries/useOmnichannel.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (12 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useOmnichannel.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"usePartograph","/internal/v1/maternity/partograph/sessions","ui/one-ui-shell/src/hooks/queries/usePartograph.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/usePartograph.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"usePatientFinancials","/internal/v1/finance/payment-plans; /internal/v1/finance/documents; /internal/v1/finance/documents/generate","ui/one-ui-shell/src/hooks/queries/usePatientFinancials.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (4 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/usePatientFinancials.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"usePatientTransfers","/internal/v1/transfers","ui/one-ui-shell/src/hooks/queries/usePatientTransfers.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/usePatientTransfers.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"usePatients","","ui/one-ui-shell/src/hooks/queries/usePatients.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/usePatients.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"usePayerClaims","","ui/one-ui-shell/src/hooks/queries/usePayerClaims.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/usePayerClaims.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"usePersonalCredentials","/internal/v1/credentials?scope=MY&page=0&size=20","ui/one-ui-shell/src/hooks/queries/usePersonalCredentials.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/usePersonalCredentials.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"usePersonalDocuments","/internal/v1/clinical-tools/documents","ui/one-ui-shell/src/hooks/queries/usePersonalDocuments.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/usePersonalDocuments.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"usePharmacy","/internal/v1/pharmacy/dispense","ui/one-ui-shell/src/hooks/queries/usePharmacy.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/usePharmacy.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"usePolicyConsent","/internal/v1/consent/history; /internal/v1/consent/accept; /internal/v1/consent/revoke; /internal/v1/account/delete/status; /internal/v1/account/delete","ui/one-ui-shell/src/hooks/queries/usePolicyConsent.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (6 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/usePolicyConsent.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"usePrivacyPreferences","/internal/v1/settings/privacy","ui/one-ui-shell/src/hooks/queries/usePrivacyPreferences.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (2 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/usePrivacyPreferences.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useProcurement","/internal/v1/erp/procurement/suppliers; /internal/v1/erp/procurement/requisitions; /internal/v1/erp/procurement/purchase-orders; /internal/v1/erp/procurement/grn; /internal/v1/erp/procurement/invoices","ui/one-ui-shell/src/hooks/queries/useProcurement.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (7 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useProcurement.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useProductRegistry","","ui/one-ui-shell/src/hooks/queries/useProductRegistry.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useProductRegistry.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useProviderAdmin","/internal/v1/admin/providers; /internal/v1/registry-intake/providers/from-health-id","ui/one-ui-shell/src/hooks/queries/useProviderAdmin.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (2 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useProviderAdmin.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useProviderContracts","/internal/v1/provider-contracts; /internal/v1/provider-networks","ui/one-ui-shell/src/hooks/queries/useProviderContracts.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (4 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useProviderContracts.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useProviderCouncil","","ui/one-ui-shell/src/hooks/queries/useProviderCouncil.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useProviderCouncil.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useProviderLifecycle","","ui/one-ui-shell/src/hooks/queries/useProviderLifecycle.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useProviderLifecycle.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useProviderPrivileges","","ui/one-ui-shell/src/hooks/queries/useProviderPrivileges.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useProviderPrivileges.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"usePublicHealth.test","","ui/one-ui-shell/src/hooks/queries/usePublicHealth.test.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/usePublicHealth.test.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"usePublicHealth","/internal/v1/public-health/signals; /internal/v1/public-health/cases; /internal/v1/public-health/alerts; /internal/v1/public-health/counters; /internal/v1/public-health/weekly-idsr","ui/one-ui-shell/src/hooks/queries/usePublicHealth.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (28 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/usePublicHealth.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useQueue","","ui/one-ui-shell/src/hooks/queries/useQueue.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useQueue.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useReferrals","/internal/v1/referrals","ui/one-ui-shell/src/hooks/queries/useReferrals.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useReferrals.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useRegistry","","ui/one-ui-shell/src/hooks/queries/useRegistry.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useRegistry.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useRegistryIntake","/internal/v1/registry-intake/bootstrap/snapshot; /internal/v1/registry-intake/sessions; /internal/v1/registry-intake/recovery-requests; /internal/v1/registry-intake/import-jobs; /internal/v1/registry-intake/indawo/sites","ui/one-ui-shell/src/hooks/queries/useRegistryIntake.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (5 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useRegistryIntake.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useReports","/internal/v1/reports/generate","ui/one-ui-shell/src/hooks/queries/useReports.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useReports.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
